t,H,F,I,unsatisfied_clauses,assignment_entropy
299,0.005832285582523683,0.18855342506745343,0.9504001538911493,0,0.8129222743355035
300,0.0058305294152202975,0.18828035453315373,0.9507843655806687,0,0.8133301578566832
301,0.005827248746946547,0.18797094903369518,0.9511677339500701,0,0.8137952164684205
302,0.0058222192995427205,0.18770053279409848,0.9515114986515179,0,0.8141519397949248
303,0.005819204042731458,0.18726880308498497,0.9520069503694586,0,0.8146132883268877
304,0.005815306992245887,0.1868691795575724,0.9524930753820111,0,0.8150522949179518
305,0.005812064436149365,0.18648780818955016,0.952784423203306,0,0.815559344962815
306,0.005806733390052082,0.18629634724852784,0.9529503552883907,0,0.8159293656558175
307,0.005802940983951559,0.18613594387894097,0.9530783384379198,0,0.8163441374326973
308,0.00580202993561543,0.1859305096537216,0.9532496033752309,0,0.8167953712895057
309,0.005801462904755264,0.18575542281248955,0.9534228629738035,0,0.817194880795668
310,0.005799214947232723,0.18561862708152113,0.9534758111114816,0,0.8175693216122606
311,0.0057976145091374,0.18548974249809042,0.9535646233645254,0,0.8179311750623931
312,0.005797093851244283,0.18537395174459226,0.9536779107447013,0,0.8182727811588116
313,0.005798482212287851,0.18522102226432752,0.9537160083594907,0,0.8186390339910241
314,0.005800616841227459,0.18506368485361815,0.9537071400243207,0,0.819023188949245
315,0.005803311708361488,0.18489258998010152,0.953657351643149,0,0.8194248456387065
316,0.005806813949094803,0.18472628508150696,0.9535791294056439,0,0.8198339044132754
317,0.005811538210345072,0.18454614107483003,0.9534947436774703,0,0.8202681868296141
318,0.005816333355906109,0.18437924447763082,0.9533632289944032,0,0.8206964290435442
319,0.005821543731723798,0.1842053405618339,0.953215921747943,0,0.8211347558784657
