sprite_id,kind,component_id,birth_t,death_t,lifetime,peak_intensity,mean_intensity,mean_influence,mean_entropy,signed_motion,spin_displacement,bridge_score,collapse_contribution,classification
124,clause,27,160,169,10,0.01576024224635057,0.014366625068186359,0.03999945333113459,0.38507350850778066,-2.3014305745069907e-05,-0.02977657773201776,0.05773949746376948,0.003575588662679386,hotspot
125,clause,28,0,14,15,0.09945756411901432,0.05740675187420142,0.2681800819991505,0.6865503057017951,-0.1830699208379617,0.25457131297090513,0.13485003025938513,0.1317504201115053,hotspot
126,clause,28,164,170,7,0.014230430483435672,0.013316115471163284,0.3073491966692525,0.36155949978516005,-0.0023969569263244395,0.002766122074533292,0.08685945789927554,0.04580430988385833,hotspot
127,clause,28,174,195,22,0.019683951254808776,0.016753459042027682,0.193738213673529,0.41338073563839883,0.002571024671370395,-0.016679626197538447,0.08722357468243659,0.004119351375950218,hotspot
128,clause,28,233,240,8,0.013024797234572016,0.012804273304381109,0.11508139484890152,0.35849883914688285,0.0009389549225955474,-0.008071166504895214,0.04280229052330465,0.0031605991507633086,hotspot
129,clause,29,0,27,28,0.13385837996655833,0.06868229173137365,0.3143782925205612,0.7218718431304711,-0.033665268272132134,-0.0686148496917211,0.11580653534716498,0.04981110385647976,standing_wave
130,clause,29,50,56,7,0.024314664725634615,0.02313037655678375,0.17122084816354313,0.49189269543019,0.0040393352622563605,-0.014108652923598503,0.04076676474994447,0.005651864387661451,hotspot
131,clause,29,59,80,22,0.0658535270094216,0.04270491468552137,0.19357296509779934,0.6347262758705554,0.002823746292949514,-0.00021252882365224712,0.08155585076414361,0.010238974153680172,hotspot
132,clause,30,0,30,31,0.17454081123672732,0.08551084570531087,0.4037677572649855,0.7399733711411094,-0.030932633783866556,-0.05285916495951967,0.11598457160482017,0.056584272190179266,standing_wave
133,clause,30,209,216,8,0.014278226145850054,0.013762820532992652,0.05236862664926068,0.37560401569033214,-0.0006694287806243704,0.0028405485188775837,0.04099137593017705,0.00439288950342252,hotspot
134,clause,30,237,250,14,0.01355142972343875,0.013274114487795629,0.05635986041475554,0.367755093435931,-0.0005210365719316573,0.002670670862738511,0.06180181029957188,0.004054930356622349,hotspot
135,clause,30,270,274,5,0.012988724110383707,0.012951476062152972,0.052951347798176805,0.36260573693043574,-0.0005058919012880803,-0.0004602096613806573,0.02718802631508242,0.0039549921678333835,hotspot
136,clause,31,0,3,4,0.020836929324792086,0.014651781448039736,0.13179910168579434,0.3792723987137425,-0.04928474370173718,0.14466561840272235,0.06645607150268419,0.06480471602803589,hotspot
